,party_rk,class
13382,67580,9.0
13383,79589,29.0
13384,15826,25.0
13385,19257,101.0
13386,42282,9.0
13387,50752,9.0
13388,3215,5.0
13389,34206,23.0
13390,47686,32.0
13391,83725,10.0
13392,31199,29.0
13393,92930,5.0
13394,27090,85.0
13395,70195,31.0
13396,92522,29.0
13397,88377,23.0
13398,2595,85.0
13399,26922,89.0
13400,47653,55.0
13401,79166,32.0
13402,68178,13.0
13403,77933,31.0
13404,93534,27.0
13405,21333,31.0
13406,24875,89.0
13407,33438,9.0
13408,37909,35.0
13409,45592,29.0
13410,68278,3.0
13411,7206,
13412,67255,14.0
13413,81804,7.0
13414,48107,19.0
13415,14080,100.0
13416,24921,27.0
13417,56161,15.0
13418,85740,29.0
13419,51552,27.0
13420,64158,10.0
13421,20070,104.0
13422,80458,7.0
13423,9484,11.0
13424,82496,31.0
13425,75777,31.0
13426,26396,124.0
13427,93088,9.0
13428,45281,114.0
13429,53425,87.0
13430,56748,7.0
13431,81656,27.0
13432,85304,31.0
13433,17884,7.0
13434,47070,7.0
13435,87098,11.0
13436,2312,9.0
13437,11225,
13438,22053,32.0
13439,92109,4.0
13440,54990,97.0
13441,64312,31.0
13442,15835,89.0
13443,23117,101.0
13444,36004,25.0
13445,46939,31.0
13446,77024,40.0
13447,90522,32.0
13448,3092,104.0
13449,18925,32.0
13450,28351,14.0
13451,35519,100.0
13452,53692,66.0
13453,25174,31.0
13454,33015,67.0
13455,71613,27.0
13456,80111,35.0
13457,9278,27.0
13458,19294,29.0
13459,58957,27.0
13460,71428,32.0
13461,80103,7.0
13462,89110,1.0
13463,76743,4.0
13464,85826,16.0
13465,1980,29.0
13466,29676,37.0
13467,67098,27.0
13468,74485,16.0
13469,35575,27.0
13470,82431,27.0
13471,22583,35.0
13472,44818,16.0
13473,60777,6.0
13474,74384,13.0
13475,71718,32.0
13476,88385,36.0
13477,86464,13.0
13478,94300,34.0
13479,88018,33.0
13480,41744,10.0
13481,5003,104.0
13482,60280,27.0
13483,67670,23.0
13484,30146,27.0
13485,46179,15.0
13486,45026,29.0
13487,61051,9.0
13488,89235,46.0
13489,45051,8.0
13490,36812,29.0
13491,72547,13.0
13492,91615,27.0
13493,23445,15.0
13494,32448,27.0
13495,41204,29.0
13496,76530,101.0
13497,83175,3.0
13498,61606,10.0
13499,85779,7.0
13500,44797,5.0
13501,67162,30.0
13502,88869,6.0
13503,94336,5.0
13504,33867,9.0
13505,2739,31.0
13506,4884,100.0
13507,22904,32.0
13508,53233,27.0
13509,70526,9.0
13510,4909,
13511,79959,23.0
13512,11505,100.0
13513,24155,102.0
13514,40037,28.0
13515,31280,29.0
13516,2200,
13517,81335,51.0
13518,83975,28.0
13519,11459,7.0
13520,29079,5.0
13521,91183,33.0
13522,5518,18.0
13523,82465,8.0
13524,89592,31.0
13525,4943,
13526,26039,28.0
13527,2504,72.0
13528,5377,31.0
13529,36645,12.0
13530,79960,30.0
13531,15557,71.0
13532,61978,70.0
13533,69620,27.0
13534,5281,
13535,31960,9.0
13536,54620,25.0
13537,72029,85.0
13538,56297,13.0
13539,59658,8.0
13540,65002,11.0
13541,6017,82.0
13542,15974,
13543,22398,27.0
13544,55154,4.0
13545,6887,91.0
13546,30934,33.0
13547,41408,7.0
13548,94495,15.0
13549,28627,91.0
13550,58525,32.0
13551,82829,102.0
13552,10583,
13553,35328,33.0
13554,48762,27.0
13555,79005,31.0
13556,7361,9.0
13557,46251,13.0
13558,60072,29.0
13559,48094,25.0
13560,66579,9.0
13561,78589,11.0
13562,39368,10.0
13563,62457,10.0
13564,4825,85.0
13565,18586,14.0
13566,24321,35.0
13567,27161,7.0
13568,36845,36.0
13569,55891,12.0
13570,67660,27.0
13571,80739,28.0
13572,88438,16.0
13573,25541,36.0
13574,81628,11.0
13575,41720,
13576,61488,29.0
13577,1439,5.0
13578,26239,11.0
13579,90763,13.0
13580,3665,30.0
13581,13711,31.0
13582,49406,100.0
13583,85063,25.0
13584,48837,33.0
13585,76075,32.0
13586,28698,31.0
13587,70769,5.0
13588,8926,89.0
13589,25549,8.0
13590,26724,28.0
13591,44554,12.0
13592,66382,7.0
13593,81445,12.0
13594,16994,14.0
13595,20064,31.0
13596,31850,27.0
13597,79006,29.0
13598,93124,11.0
13599,15979,104.0
13600,54545,28.0
13601,58018,31.0
13602,66099,5.0
13603,73360,12.0
13604,86663,9.0
13605,91603,22.0
13606,4765,85.0
13607,26404,14.0
13608,46779,27.0
13609,24705,27.0
13610,30323,30.0
13611,44167,29.0
13612,67932,30.0
13613,83249,82.0
13614,34092,25.0
13615,40824,12.0
13616,89580,27.0
13617,1441,104.0
13618,12426,33.0
13619,28246,29.0
13620,32461,27.0
13621,19844,10.0
13622,26458,27.0
13623,34157,
13624,62324,29.0
13625,72421,8.0
13626,71915,24.0
13627,73966,23.0
13628,51106,24.0
13629,62302,31.0
13630,46698,29.0
13631,70675,8.0
13632,43495,30.0
13633,75445,46.0
13634,4520,30.0
13635,48092,11.0
13636,35480,29.0
13637,73895,25.0
13638,88445,32.0
13639,13157,33.0
13640,63010,33.0
13641,67347,25.0
13642,51727,14.0
13643,53070,12.0
13644,63587,3.0
13645,2537,9.0
13646,38371,35.0
13647,51348,
13648,73566,32.0
13649,79484,8.0
13650,23714,27.0
13651,51417,51.0
13652,60149,32.0
13653,80925,32.0
13654,33034,9.0
13655,6637,29.0
13656,15668,9.0
13657,21107,30.0
13658,32677,23.0
13659,35207,34.0
13660,78269,27.0
13661,41613,104.0
13662,51812,28.0
13663,62665,9.0
13664,66059,
13665,27838,100.0
13666,76858,26.0
13667,31861,31.0
13668,81181,27.0
13669,62891,15.0
13670,10420,85.0
13671,17539,85.0
13672,89356,9.0
13673,80345,29.0
13674,74071,31.0
13675,55077,85.0
13676,90313,27.0
13677,19604,33.0
13678,21382,51.0
13679,39478,5.0
13680,55493,71.0
13681,70729,32.0
13682,87112,127.0
13683,63027,33.0
13684,88997,9.0
13685,92832,33.0
13686,8519,
13687,30676,85.0
13688,7537,5.0
13689,26663,33.0
13690,53095,16.0
13691,2596,
13692,49266,33.0
13693,60113,29.0
13694,69530,25.0
13695,32964,28.0
13696,50407,11.0
13697,14093,15.0
13698,19746,64.0
13699,84660,30.0
13700,89026,4.0
13701,48634,29.0
13702,61925,11.0
13703,35696,13.0
13704,51078,31.0
13705,59262,5.0
13706,63724,11.0
13707,1166,15.0
13708,34785,29.0
13709,64465,7.0
13710,77993,9.0
13711,42806,29.0
13712,56280,14.0
13713,74834,28.0
13714,2485,
13715,65317,9.0
13716,48322,32.0
13717,77809,3.0
13718,36294,5.0
13719,46079,33.0
13720,12079,5.0
13721,66902,33.0
13722,91067,9.0
13723,5490,31.0
13724,39510,16.0
13725,44242,7.0
13726,87633,9.0
13727,10190,
13728,14951,
13729,36441,27.0
13730,934,57.0
13731,32807,28.0
13732,39960,48.0
13733,93004,25.0
13734,11197,31.0
13735,23051,100.0
13736,51792,16.0
13737,63119,85.0
13738,13128,101.0
13739,57246,29.0
13740,64406,29.0
13741,2918,
13742,32801,33.0
13743,27916,100.0
13744,37861,31.0
13745,59076,27.0
13746,82629,64.0
13747,1665,13.0
13748,46608,9.0
13749,62718,10.0
13750,78691,24.0
13751,94293,36.0
13752,55193,32.0
13753,2957,100.0
13754,55181,5.0
13755,38552,75.0
13756,66152,3.0
13757,81771,4.0
13758,91432,5.0
13759,35976,
13760,48454,27.0
13761,88034,32.0
13762,9867,82.0
13763,87799,36.0
13764,7292,100.0
13765,18234,31.0
13766,42477,29.0
13767,65221,30.0
13768,71971,63.0
13769,9133,89.0
13770,41526,35.0
13771,59968,91.0
13772,65963,12.0
13773,92768,31.0
13774,25238,97.0
13775,83748,46.0
13776,15433,67.0
13777,52087,8.0
13778,86592,32.0
13779,80873,30.0
13780,89717,7.0
13781,9503,7.0
13782,77304,
13783,82445,29.0
13784,17045,31.0
13785,32519,13.0
13786,43719,11.0
13787,93775,27.0
13788,10343,7.0
13789,15390,12.0
13790,57693,16.0
13791,84632,48.0
13792,3192,100.0
13793,11548,18.0
13794,25533,89.0
13795,30425,32.0
13796,4085,70.0
13797,28072,100.0
13798,78859,27.0
13799,10874,27.0
13800,39952,9.0
13801,67758,12.0
13802,93499,5.0
13803,70624,11.0
13804,81775,24.0
13805,16445,71.0
13806,29197,29.0
13807,53145,9.0
13808,87251,27.0
13809,85703,14.0
13810,8479,104.0
13811,58023,13.0
13812,67360,11.0
13813,47307,27.0
13814,75265,29.0
13815,91082,12.0
13816,19926,13.0
13817,23749,47.0
13818,30473,14.0
13819,44935,27.0
13820,18480,102.0
13821,61414,32.0
13822,64265,5.0
13823,69433,5.0
13824,40525,14.0
13825,50614,11.0
13826,91423,7.0
13827,25499,31.0
13828,57147,63.0
13829,77125,25.0
13830,50926,29.0
13831,69440,7.0
13832,90824,25.0
13833,94266,29.0
13834,70151,27.0
13835,31665,10.0
13836,39171,102.0
13837,52017,51.0
13838,60410,12.0
13839,20140,87.0
13840,64733,
13841,26075,31.0
13842,78496,86.0
13843,86523,9.0
13844,36119,9.0
13845,57146,28.0
13846,83669,11.0
13847,13570,28.0
13848,2629,100.0
13849,21920,104.0
13850,73054,36.0
13851,49371,67.0
13852,82597,29.0
13853,47692,27.0
13854,51415,
13855,66714,25.0
13856,76899,13.0
13857,92385,7.0
13858,10183,
13859,15961,25.0
13860,50222,101.0
13861,68881,25.0
13862,91047,28.0
13863,44493,11.0
13864,61660,51.0
13865,83541,29.0
13866,92874,15.0
13867,40116,33.0
13868,55615,28.0
13869,63322,9.0
13870,53183,28.0
13871,5436,33.0
13872,8981,
13873,41607,13.0
13874,44603,5.0
13875,53491,51.0
13876,61738,24.0
13877,85563,24.0
13878,3227,27.0
13879,70074,
13880,12046,29.0
13881,88434,28.0
13882,15032,71.0
13883,8852,100.0
13884,51566,10.0
13885,6212,68.0
13886,20097,48.0
13887,64466,25.0
13888,70330,33.0
13889,6794,33.0
13890,88803,8.0
13891,3311,13.0
13892,22786,14.0
13893,89518,31.0
13894,36230,25.0
13895,11425,
13896,31503,89.0
13897,45286,11.0
13898,75446,29.0
13899,80965,50.0
13900,8218,14.0
13901,69518,11.0
13902,81146,67.0
13903,39881,13.0
13904,54091,12.0
13905,31298,25.0
13906,41788,35.0
13907,82772,5.0
13908,88417,32.0
13909,6962,33.0
13910,38644,86.0
13911,50059,12.0
13912,59033,31.0
13913,71104,102.0
13914,56419,5.0
13915,86424,29.0
13916,20360,87.0
13917,64205,29.0
13918,79949,27.0
13919,24789,30.0
13920,47366,6.0
13921,84639,16.0
13922,87173,27.0
13923,30251,50.0
13924,76822,
13925,12146,34.0
13926,17093,
13927,83204,12.0
13928,33,90.0
13929,20497,9.0
13930,46924,25.0
13931,17994,117.0
13932,37364,10.0
13933,47946,29.0
13934,51672,32.0
13935,6680,14.0
13936,11154,
13937,52317,
13938,92446,28.0
13939,15381,68.0
13940,46184,102.0
13941,56245,9.0
13942,67854,7.0
13943,10584,11.0
13944,22441,89.0
13945,49776,100.0
13946,72194,100.0
13947,80911,25.0
13948,83955,27.0
13949,48776,10.0
13950,53172,12.0
13951,57221,35.0
13952,14043,86.0
13953,51375,85.0
13954,82186,7.0
13955,14943,104.0
13956,5234,52.0
13957,54582,85.0
13958,5187,13.0
13959,47878,11.0
13960,23479,27.0
13961,66729,70.0
13962,90020,3.0
13963,43437,4.0
13964,53123,13.0
13965,2276,87.0
13966,32526,31.0
13967,83372,97.0
13968,56276,5.0
13969,88749,4.0
13970,22301,15.0
13971,25288,100.0
13972,86579,8.0
13973,37897,7.0
13974,9632,25.0
13975,17326,89.0
13976,10061,114.0
13977,61068,32.0
13978,1821,29.0
13979,19572,104.0
13980,33024,15.0
13981,44767,100.0
13982,61430,12.0
13983,80338,29.0
13984,14228,31.0
13985,59629,9.0
13986,76579,5.0
13987,81316,11.0
13988,17005,100.0
13989,89274,30.0
13990,10429,100.0
13991,63773,29.0
13992,66619,30.0
13993,72456,27.0
13994,52235,36.0
13995,82937,29.0
13996,5851,
13997,36515,48.0
13998,83932,9.0
13999,297,117.0
14000,22765,27.0
14001,28145,32.0
14002,71541,29.0
14003,78775,10.0
14004,29320,32.0
14005,92306,29.0
14006,72955,24.0
14007,64663,11.0
14008,18634,35.0
14009,62704,36.0
14010,79859,27.0
14011,62822,12.0
14012,81531,11.0
14013,36059,27.0
14014,46709,25.0
14015,2201,11.0
14016,78445,9.0
14017,82057,32.0
14018,6946,86.0
14019,44908,27.0
14020,64118,36.0
14021,75603,75.0
14022,85976,24.0
14023,14938,85.0
14024,54169,29.0
14025,69852,25.0
14026,10305,31.0
14027,20498,29.0
14028,42895,25.0
14029,80983,8.0
14030,83663,10.0
14031,4455,86.0
14032,45891,11.0
14033,72906,32.0
14034,35776,32.0
14035,74482,51.0
14036,86729,28.0
14037,71678,8.0
14038,75095,32.0
14039,94219,7.0
14040,6847,
14041,74936,11.0
14042,10108,
14043,15213,27.0
14044,53309,25.0
14045,73638,9.0
14046,49887,9.0
14047,2191,
14048,14485,85.0
14049,12615,102.0
14050,18824,27.0
14051,6305,100.0
14052,27607,33.0
14053,21737,100.0
14054,66412,69.0
14055,71174,29.0
14056,81099,7.0
14057,220,89.0
14058,9560,100.0
14059,25926,7.0
14060,28585,29.0
14061,43115,8.0
14062,66519,7.0
14063,51558,7.0
14064,21053,32.0
14065,55069,32.0
14066,70331,
14067,89754,13.0
14068,7150,74.0
14069,60587,29.0
14070,73502,9.0
14071,58796,16.0
14072,13512,106.0
14073,77740,33.0
14074,85558,29.0
14075,30287,104.0
14076,89718,7.0
14077,7827,7.0
14078,17116,33.0
14079,47102,27.0
14080,54592,86.0
14081,23474,15.0
14082,35568,9.0
14083,37428,9.0
14084,43047,25.0
14085,55041,16.0
14086,11159,
14087,84840,25.0
14088,17130,85.0
14089,57494,29.0
14090,74096,24.0
14091,93839,85.0
14092,61100,7.0
14093,74748,25.0
14094,14389,85.0
14095,22925,31.0
14096,47233,7.0
14097,29162,7.0
14098,46313,5.0
14099,92355,27.0
14100,55358,29.0
14101,90848,29.0
14102,4738,12.0
14103,16056,29.0
14104,25563,85.0
14105,56929,29.0
14106,91005,5.0
14107,12650,31.0
14108,41127,33.0
14109,53314,8.0
14110,86727,28.0
14111,21507,100.0
14112,73469,97.0
14113,24323,89.0
14114,66290,85.0
14115,30757,33.0
14116,18460,86.0
14117,22508,13.0
14118,28071,32.0
14119,1145,85.0
14120,30685,25.0
14121,60191,12.0
14122,89996,4.0
14123,24601,5.0
14124,41642,27.0
14125,61353,9.0
14126,89502,27.0
14127,57643,9.0
14128,17123,32.0
14129,8227,34.0
14130,80102,28.0
14131,11760,72.0
14132,19421,15.0
14133,74351,8.0
14134,80308,12.0
14135,20152,9.0
14136,55114,12.0
14137,10070,12.0
14138,14876,89.0
14139,51805,100.0
14140,63107,13.0
14141,66696,28.0
14142,73621,29.0
14143,3741,87.0
14144,28678,
14145,11145,27.0
14146,34456,27.0
14147,38008,36.0
14148,61481,9.0
14149,82788,7.0
14150,11943,31.0
14151,2088,9.0
14152,36525,9.0
14153,77629,27.0
14154,81945,29.0
14155,1946,100.0
14156,10577,31.0
14157,19915,89.0
14158,32795,11.0
14159,58355,28.0
14160,68158,
14161,72962,28.0
14162,86975,8.0
14163,27375,29.0
14164,46160,31.0
14165,13589,87.0
14166,59012,29.0
14167,8383,
14168,12930,11.0
14169,30470,18.0
14170,49157,27.0
14171,63570,7.0
14172,86284,28.0
14173,89867,29.0
14174,10116,15.0
14175,19596,8.0
14176,53871,32.0
14177,61744,13.0
14178,68931,25.0
14179,10447,70.0
14180,15085,104.0
14181,60484,31.0
14182,88236,16.0
14183,26714,36.0
14184,80168,18.0
14185,12460,68.0
14186,21274,8.0
14187,36735,31.0
14188,44289,28.0
14189,93495,29.0
14190,13975,11.0
14191,37233,31.0
14192,45453,31.0
14193,70194,27.0
14194,2269,33.0
14195,40106,29.0
14196,8720,31.0
14197,67669,9.0
14198,23696,7.0
14199,27548,104.0
14200,73053,7.0
14201,91958,31.0
14202,3070,13.0
14203,52652,9.0
14204,59755,28.0
14205,85029,9.0
14206,13508,86.0
14207,25940,28.0
14208,40774,35.0
14209,86330,35.0
14210,70268,14.0
14211,44866,7.0
14212,66195,7.0
14213,78819,7.0
14214,82350,27.0
14215,1046,128.0
14216,10653,85.0
14217,75723,9.0
14218,80790,68.0
14219,81497,104.0
14220,90674,24.0
14221,24474,32.0
14222,50197,25.0
14223,72414,32.0
14224,18331,14.0
14225,56713,46.0
14226,76286,36.0
14227,33436,29.0
14228,93992,31.0
14229,662,91.0
14230,37183,9.0
14231,81202,27.0
14232,35685,17.0
14233,94552,29.0
14234,50119,7.0
14235,62012,12.0
14236,92951,87.0
14237,60304,27.0
14238,93746,89.0
14239,19708,125.0
14240,45194,29.0
14241,67889,27.0
14242,79373,30.0
14243,45092,27.0
14244,53813,35.0
14245,80665,7.0
14246,41178,27.0
14247,92421,28.0
14248,53843,12.0
14249,2922,100.0
14250,27374,27.0
14251,37590,
14252,62887,44.0
14253,15201,7.0
14254,85257,5.0
14255,42274,8.0
14256,58399,16.0
14257,84891,16.0
14258,16349,7.0
14259,4112,104.0
14260,21560,85.0
14261,41576,86.0
14262,68112,27.0
14263,85238,27.0
14264,91774,12.0
14265,51499,25.0
14266,34689,28.0
14267,44028,29.0
14268,29207,28.0
14269,74551,25.0
14270,90077,7.0
14271,3679,33.0
14272,42645,5.0
14273,83921,8.0
14274,20304,11.0
14275,25580,29.0
14276,65195,29.0
14277,1910,89.0
14278,11656,68.0
14279,59363,8.0
14280,82722,124.0
14281,10350,9.0
14282,39206,33.0
14283,66693,27.0
14284,10401,
14285,64375,24.0
14286,72773,7.0
14287,3460,86.0
14288,84789,104.0
14289,12190,85.0
14290,25903,8.0
14291,66174,5.0
14292,59868,43.0
14293,56058,12.0
14294,68482,29.0
14295,1541,104.0
14296,62682,14.0
14297,40582,31.0
14298,90672,9.0
14299,4398,86.0
14300,62542,14.0
14301,76077,7.0
14302,12969,27.0
14303,20279,104.0
14304,28953,35.0
14305,89921,36.0
14306,32873,29.0
14307,76080,9.0
14308,34715,9.0
14309,57584,25.0
14310,90205,31.0
14311,45204,27.0
14312,74553,10.0
14313,27163,114.0
14314,3112,9.0
14315,74640,36.0
14316,24590,
14317,78645,27.0
14318,2257,100.0
14319,11179,85.0
14320,86374,27.0
14321,6316,31.0
14322,20173,35.0
14323,23777,12.0
14324,55249,24.0
14325,20639,124.0
14326,27734,27.0
14327,39774,33.0
14328,52770,32.0
14329,74059,31.0
14330,13843,11.0
14331,29202,29.0
14332,75940,27.0
14333,321,104.0
14334,52535,12.0
14335,69210,33.0
14336,92927,27.0
14337,40579,51.0
14338,76670,16.0
14339,92544,27.0
14340,14723,25.0
14341,25797,85.0
14342,40784,10.0
14343,45000,5.0
14344,86367,7.0
14345,13608,5.0
14346,18597,32.0
14347,51488,55.0
14348,27980,100.0
14349,59149,28.0
14350,13583,14.0
14351,27693,9.0
14352,41312,13.0
14353,46249,29.0
14354,94377,11.0
14355,14312,
14356,43083,33.0
14357,4275,114.0
14358,8896,14.0
14359,46849,87.0
14360,83218,31.0
14361,10133,70.0
14362,25713,10.0
14363,49362,5.0
14364,3229,33.0
14365,42347,31.0
14366,20598,82.0
14367,23721,25.0
14368,45121,28.0
14369,69267,68.0
14370,80306,29.0
14371,15545,29.0
14372,40426,13.0
14373,42631,24.0
14374,30418,8.0
14375,35196,9.0
14376,45432,3.0
14377,93509,36.0
14378,48227,9.0
14379,64479,25.0
14380,6493,27.0
14381,91792,27.0
14382,12347,36.0
14383,36883,4.0
14384,70885,8.0
14385,84787,13.0
14386,2182,33.0
14387,17743,98.0
14388,39549,9.0
14389,1502,33.0
14390,56958,29.0
14391,63752,36.0
14392,77264,27.0
14393,80547,12.0
14394,37841,13.0
14395,46755,
14396,63440,84.0
14397,79285,64.0
14398,67970,5.0
14399,81964,5.0
14400,38206,8.0
14401,66840,9.0
14402,84357,10.0
14403,3599,85.0
14404,35111,33.0
14405,53079,104.0
14406,69521,10.0
14407,22959,27.0
14408,45282,72.0
14409,70394,5.0
14410,93397,11.0
14411,35318,33.0
14412,54261,13.0
14413,71714,24.0
14414,75834,32.0
14415,3480,104.0
14416,46159,85.0
14417,67151,5.0
14418,74789,14.0
14419,2125,100.0
14420,26148,8.0
14421,46963,11.0
14422,64422,24.0
14423,2880,87.0
14424,12136,7.0
14425,19650,32.0
14426,32661,86.0
14427,53093,31.0
14428,59257,29.0
14429,78039,7.0
14430,41137,44.0
14431,74689,11.0
14432,36095,7.0
14433,52153,9.0
14434,69396,31.0
14435,82252,24.0
14436,15683,29.0
14437,38030,28.0
14438,67798,35.0
14439,91843,14.0
14440,31351,25.0
14441,35517,15.0
14442,47977,10.0
14443,83403,28.0
14444,11951,33.0
14445,75051,5.0
14446,42512,9.0
14447,65699,11.0
14448,77406,5.0
14449,76577,5.0
14450,80800,27.0
14451,30923,33.0
14452,43670,69.0
14453,49852,29.0
14454,58057,27.0
14455,5886,
14456,33821,27.0
14457,83192,8.0
14458,90594,14.0
14459,12138,31.0
14460,33188,9.0
14461,45041,5.0
14462,67872,15.0
14463,72507,32.0
14464,68487,7.0
14465,5175,85.0
14466,32433,33.0
14467,42361,32.0
14468,65597,14.0
14469,112,104.0
14470,41650,9.0
14471,52265,5.0
14472,91061,29.0
14473,25861,31.0
14474,90748,16.0
14475,30991,8.0
14476,58047,59.0
14477,93660,32.0
14478,14724,100.0
14479,59367,5.0
14480,71638,24.0
14481,41574,30.0
14482,76294,29.0
14483,87225,50.0
14484,51511,12.0
14485,90765,27.0
14486,58255,9.0
14487,91850,7.0
14488,41558,31.0
14489,1434,100.0
14490,17531,5.0
14491,82767,13.0
14492,8,89.0
14493,12791,
14494,75348,36.0
14495,65250,9.0
14496,45558,28.0
14497,93197,13.0
14498,59311,114.0
14499,48613,33.0
14500,52347,12.0
14501,57456,8.0
14502,66114,9.0
14503,73855,29.0
14504,88659,8.0
14505,57218,
14506,66554,7.0
14507,81152,27.0
14508,25919,27.0
14509,48830,25.0
14510,83003,20.0
14511,70968,13.0
14512,19594,14.0
14513,53908,6.0
14514,60242,7.0
14515,34212,11.0
14516,70690,29.0
14517,61272,3.0
14518,39928,32.0
14519,61336,8.0
14520,76378,27.0
14521,14662,27.0
14522,13347,27.0
14523,28083,29.0
14524,57245,4.0
14525,83246,12.0
14526,13926,31.0
14527,63131,29.0
14528,80616,33.0
14529,11156,
14530,57790,6.0
14531,25320,8.0
14532,38167,32.0
14533,41694,5.0
14534,53709,25.0
14535,56823,10.0
14536,68608,9.0
14537,84424,50.0
14538,8583,104.0
14539,26995,32.0
14540,47679,48.0
14541,66366,14.0
14542,50717,102.0
14543,1759,105.0
14544,21097,32.0
14545,75808,28.0
14546,11718,
14547,15101,
14548,51777,27.0
14549,89480,32.0
14550,12298,102.0
14551,43079,
14552,59041,16.0
14553,32997,24.0
14554,73697,29.0
14555,359,90.0
14556,11778,12.0
14557,30249,30.0
14558,19587,7.0
14559,38881,33.0
14560,79843,82.0
14561,86027,13.0
14562,29289,72.0
14563,65846,25.0
14564,86996,36.0
14565,90649,97.0
14566,10470,28.0
14567,44931,7.0
14568,68202,27.0
14569,79104,28.0
14570,82293,9.0
14571,78310,12.0
14572,25354,86.0
14573,5595,29.0
14574,31212,68.0
14575,791,29.0
14576,31536,
14577,57280,8.0
14578,84508,5.0
14579,91046,7.0
14580,23437,104.0
14581,25360,
14582,44778,5.0
14583,48602,29.0
14584,57186,7.0
14585,70806,28.0
14586,91986,5.0
14587,67072,12.0
14588,71569,15.0
14589,22422,31.0
14590,26989,104.0
14591,34196,15.0
14592,64994,5.0
14593,72023,25.0
14594,76051,10.0
14595,86405,16.0
14596,21799,16.0
14597,80361,29.0
14598,30361,29.0
14599,64615,33.0
14600,77427,25.0
14601,80922,36.0
14602,37188,33.0
14603,77610,16.0
14604,3280,104.0
14605,28401,12.0
14606,70156,8.0
14607,80552,5.0
14608,91231,25.0
14609,14219,
14610,44162,29.0
14611,91149,4.0
14612,13227,13.0
14613,56655,9.0
14614,62536,12.0
14615,75349,9.0
14616,31615,29.0
14617,55031,25.0
14618,10726,104.0
14619,75639,10.0
14620,8373,11.0
14621,6954,31.0
14622,15229,57.0
14623,65194,7.0
14624,9552,31.0
14625,38798,5.0
14626,91234,27.0
14627,32771,7.0
14628,40567,11.0
14629,61183,27.0
14630,69231,16.0
14631,28630,12.0
14632,70289,62.0
14633,90549,29.0
14634,8125,29.0
14635,77692,29.0
14636,37701,31.0
14637,40519,
14638,47286,84.0
14639,9403,
14640,79832,32.0
14641,36843,75.0
14642,49836,8.0
14643,66511,10.0
14644,71737,27.0
14645,60136,16.0
14646,87302,36.0
14647,553,
14648,26784,25.0
14649,25302,5.0
14650,32156,9.0
14651,44220,29.0
14652,48235,12.0
14653,64345,27.0
14654,69525,5.0
14655,23593,29.0
14656,48994,32.0
14657,69156,8.0
14658,22023,33.0
14659,26001,85.0
14660,47979,5.0
14661,4156,31.0
14662,11144,
14663,36395,68.0
14664,44952,71.0
14665,64822,25.0
14666,10232,90.0
14667,34249,9.0
14668,73468,27.0
14669,76639,14.0
14670,4588,86.0
14671,7471,85.0
14672,15815,7.0
14673,31146,28.0
14674,55523,7.0
14675,76930,29.0
14676,6312,32.0
14677,9439,100.0
14678,51813,9.0
14679,3360,104.0
14680,36909,9.0
14681,78965,32.0
14682,35725,25.0
14683,63197,9.0
14684,67030,5.0
14685,16090,9.0
14686,84382,33.0
14687,94245,33.0
14688,54299,13.0
14689,23019,32.0
14690,70699,29.0
14691,29522,5.0
14692,23085,85.0
14693,31653,9.0
14694,435,127.0
14695,6713,82.0
14696,64593,5.0
14697,26518,100.0
14698,45036,15.0
14699,59153,51.0
14700,81108,7.0
14701,24907,33.0
14702,79670,29.0
14703,92589,44.0
14704,50251,48.0
14705,69268,71.0
14706,72940,32.0
14707,5666,85.0
14708,13631,11.0
14709,21341,100.0
14710,58731,16.0
14711,76708,11.0
14712,82396,27.0
14713,2814,14.0
14714,29043,9.0
14715,72831,27.0
14716,22072,91.0
14717,5923,89.0
14718,22956,105.0
14719,40580,23.0
14720,58586,17.0
14721,4448,37.0
14722,26298,104.0
14723,8864,30.0
14724,24176,31.0
14725,56391,30.0
14726,62009,5.0
14727,93515,6.0
14728,7416,15.0
14729,68572,15.0
14730,84125,85.0
14731,66171,
14732,92202,14.0
14733,1677,100.0
14734,23402,100.0
14735,33812,9.0
14736,51466,36.0
14737,14441,100.0
14738,68082,30.0
14739,5354,114.0
14740,61732,32.0
14741,17496,100.0
14742,80745,9.0
14743,34837,16.0
14744,82717,8.0
14745,64650,31.0
14746,79731,8.0
14747,71220,32.0
14748,76981,27.0
14749,92950,7.0
14750,1257,100.0
14751,56977,31.0
14752,72987,16.0
14753,12866,11.0
14754,17472,15.0
14755,33433,28.0
14756,49685,28.0
14757,20119,32.0
14758,33566,27.0
14759,29943,31.0
14760,74525,30.0
14761,43579,28.0
14762,68851,85.0
14763,78860,27.0
14764,5181,37.0
14765,20757,14.0
14766,25338,7.0
14767,76156,67.0
14768,80249,7.0
14769,83619,8.0
14770,43829,11.0
14771,64263,31.0
14772,15956,27.0
14773,68914,29.0
14774,8375,100.0
14775,47604,9.0
14776,60857,29.0
14777,66245,27.0
14778,94541,31.0
14779,43371,29.0
14780,790,118.0
14781,8966,35.0
14782,16708,91.0
14783,23068,12.0
14784,69828,33.0
14785,74034,8.0
14786,85400,29.0
14787,29026,
14788,38147,29.0
14789,16641,91.0
14790,60650,13.0
14791,82696,29.0
14792,38162,28.0
14793,51449,5.0
14794,65630,6.0
14795,30904,5.0
14796,57570,32.0
14797,89855,33.0
14798,60197,12.0
14799,80424,5.0
